Category,Number of Records,Quantity,Sales,Segment,Ship Mode
Technology,1,3,$33,Consumer,First Class
Technology,1,3,$41,Consumer,First Class
Technology,1,3,$48,Consumer,First Class
Technology,1,3,$53,Consumer,First Class
Technology,1,3,$53,Consumer,First Class
Technology,1,3,$55,Consumer,First Class
Technology,1,3,$62,Consumer,First Class
Technology,1,3,$67,Consumer,First Class
Technology,1,3,$72,Consumer,First Class
Technology,1,3,$72,Consumer,First Class
Technology,1,3,$90,Consumer,First Class
Technology,1,3,$90,Consumer,First Class
Technology,1,3,$99,Consumer,First Class
Technology,1,3,$108,Consumer,First Class
Technology,1,3,$119,Consumer,First Class
Technology,1,3,$120,Consumer,First Class
Technology,1,3,$129,Consumer,First Class
Technology,1,3,$150,Consumer,First Class
Technology,1,3,$165,Consumer,First Class
Technology,1,3,$177,Consumer,First Class
Technology,1,3,$180,Consumer,First Class
Technology,1,3,$225,Consumer,First Class
Technology,1,3,$240,Consumer,First Class
Technology,1,3,$278,Consumer,First Class
Technology,1,3,$291,Consumer,First Class
Technology,1,3,$302,Consumer,First Class
Technology,1,3,$323,Consumer,First Class
Technology,1,3,$324,Consumer,First Class
Technology,1,3,$360,Consumer,First Class
Technology,1,3,$374,Consumer,First Class
Technology,1,3,$432,Consumer,First Class
Technology,1,3,$470,Consumer,First Class
Technology,1,3,$480,Consumer,First Class
Technology,1,3,$494,Consumer,First Class
Technology,1,3,$618,Consumer,First Class
Technology,1,3,$618,Consumer,First Class
Technology,1,3,$772,Consumer,First Class
Technology,1,3,"$1,260",Consumer,First Class
Technology,1,4,$32,Consumer,First Class
Technology,1,4,$71,Consumer,First Class
Technology,1,4,$88,Consumer,First Class
Technology,1,4,$120,Consumer,First Class
Technology,1,4,$120,Consumer,First Class
Technology,1,4,$127,Consumer,First Class
Technology,1,4,$133,Consumer,First Class
Technology,1,4,$158,Consumer,First Class
Technology,1,4,$200,Consumer,First Class
Technology,1,4,$211,Consumer,First Class
Technology,1,4,$248,Consumer,First Class
Technology,1,4,$264,Consumer,First Class
Technology,1,4,$340,Consumer,First Class
Technology,1,4,$432,Consumer,First Class
Technology,1,4,$480,Consumer,First Class
Technology,1,4,$576,Consumer,First Class
Technology,1,4,"$1,440",Consumer,First Class
Technology,1,4,"$14,000",Consumer,First Class
Technology,1,5,$8,Consumer,First Class
Technology,1,5,$35,Consumer,First Class
Technology,1,5,$83,Consumer,First Class
Technology,1,5,$133,Consumer,First Class
Technology,1,5,$150,Consumer,First Class
Technology,1,5,$200,Consumer,First Class
Technology,1,5,$225,Consumer,First Class
Technology,1,5,$249,Consumer,First Class
Technology,1,5,$252,Consumer,First Class
Technology,1,5,$272,Consumer,First Class
Technology,1,5,$475,Consumer,First Class
Technology,1,5,$504,Consumer,First Class
Technology,1,5,$630,Consumer,First Class
Technology,1,5,$980,Consumer,First Class
Technology,1,5,$980,Consumer,First Class
Technology,1,5,"$1,650",Consumer,First Class
Technology,1,5,"$1,680",Consumer,First Class
Technology,1,5,"$1,800",Consumer,First Class
Technology,1,6,$98,Consumer,First Class
Technology,1,6,$107,Consumer,First Class
Technology,1,6,$180,Consumer,First Class
Technology,1,6,$197,Consumer,First Class
Technology,1,6,$300,Consumer,First Class
Technology,1,6,$469,Consumer,First Class
Technology,1,6,$658,Consumer,First Class
Technology,1,6,$774,Consumer,First Class
Technology,1,6,"$2,025",Consumer,First Class
Technology,1,6,"$2,736",Consumer,First Class
Technology,1,7,$68,Consumer,First Class
Technology,1,7,$126,Consumer,First Class
Technology,1,7,$140,Consumer,First Class
Technology,1,7,$210,Consumer,First Class
Technology,1,7,$630,Consumer,First Class
Technology,1,8,$63,Consumer,First Class
Technology,1,8,$115,Consumer,First Class
Technology,1,9,"$1,350",Consumer,First Class
Technology,1,10,$552,Consumer,First Class
Technology,1,11,$175,Consumer,First Class
Technology,1,13,$273,Consumer,First Class
Technology,1,1,$11,Consumer,Same Day
Technology,1,1,$17,Consumer,Same Day
Technology,1,1,$36,Consumer,Same Day
Technology,1,1,$37,Consumer,Same Day
Technology,1,1,$64,Consumer,Same Day
Technology,1,1,$165,Consumer,Same Day
Technology,1,1,$166,Consumer,Same Day
Technology,1,1,$200,Consumer,Same Day
Technology,1,2,$12,Consumer,Same Day
Technology,1,2,$29,Consumer,Same Day
Technology,1,2,$44,Consumer,Same Day
Technology,1,2,$58,Consumer,Same Day
Technology,1,2,$72,Consumer,Same Day
Technology,1,2,$102,Consumer,Same Day
Technology,1,2,$118,Consumer,Same Day
Technology,1,2,$130,Consumer,Same Day
Technology,1,2,$160,Consumer,Same Day
Technology,1,2,$160,Consumer,Same Day
Technology,1,2,$200,Consumer,Same Day
Technology,1,2,$486,Consumer,Same Day
Technology,1,2,$600,Consumer,Same Day
Technology,1,3,$23,Consumer,Same Day
Technology,1,3,$39,Consumer,Same Day
Technology,1,3,$55,Consumer,Same Day
Technology,1,3,$80,Consumer,Same Day
Technology,1,3,$96,Consumer,Same Day
Technology,1,3,$142,Consumer,Same Day
Technology,1,3,$180,Consumer,Same Day
Technology,1,3,$264,Consumer,Same Day
Technology,1,3,$288,Consumer,Same Day
Technology,1,3,"$1,215",Consumer,Same Day
Technology,1,3,"$1,350",Consumer,Same Day
Technology,1,4,$100,Consumer,Same Day
Technology,1,4,$114,Consumer,Same Day
Technology,1,4,$120,Consumer,Same Day
Technology,1,4,$145,Consumer,Same Day
Technology,1,4,$280,Consumer,Same Day
Technology,1,4,$627,Consumer,Same Day
Technology,1,4,"$1,296",Consumer,Same Day
Technology,1,4,"$2,800",Consumer,Same Day
Technology,1,5,$80,Consumer,Same Day
Technology,1,5,$80,Consumer,Same Day
Technology,1,5,$224,Consumer,Same Day
Technology,1,5,$824,Consumer,Same Day
Technology,1,5,"$1,287",Consumer,Same Day
Technology,1,5,"$1,364",Consumer,Same Day
Technology,1,5,"$2,800",Consumer,Same Day
Technology,1,6,$120,Consumer,Same Day
Technology,1,6,$240,Consumer,Same Day
Technology,1,7,$56,Consumer,Same Day
Technology,1,7,$448,Consumer,Same Day
Technology,1,7,$448,Consumer,Same Day
Technology,1,7,"$1,400",Consumer,Same Day
Technology,1,7,"$2,310",Consumer,Same Day
Technology,1,8,$120,Consumer,Same Day
Technology,1,9,$72,Consumer,Same Day
Technology,1,9,$448,Consumer,Same Day
Technology,1,9,$864,Consumer,Same Day
Technology,1,1,$12,Consumer,Second Class
Technology,1,1,$30,Consumer,Second Class
Technology,1,1,$32,Consumer,Second Class
Technology,1,1,$40,Consumer,Second Class
Technology,1,1,$40,Consumer,Second Class
Technology,1,1,$46,Consumer,Second Class
Technology,1,1,$48,Consumer,Second Class
Technology,1,1,$66,Consumer,Second Class
Technology,1,1,$80,Consumer,Second Class
Technology,1,1,$100,Consumer,Second Class
Technology,1,1,$100,Consumer,Second Class
Technology,1,1,$136,Consumer,Second Class
Technology,1,1,$136,Consumer,Second Class
Technology,1,1,$155,Consumer,Second Class
Technology,1,1,$272,Consumer,Second Class
Technology,1,1,$285,Consumer,Second Class
Technology,1,2,$10,Consumer,Second Class
Technology,1,2,$14,Consumer,Second Class
Technology,1,2,$21,Consumer,Second Class
Technology,1,2,$22,Consumer,Second Class
Technology,1,2,$23,Consumer,Second Class
Technology,1,2,$24,Consumer,Second Class
Technology,1,2,$24,Consumer,Second Class
Technology,1,2,$26,Consumer,Second Class
Technology,1,2,$32,Consumer,Second Class
Technology,1,2,$32,Consumer,Second Class
Technology,1,2,$32,Consumer,Second Class
Technology,1,2,$35,Consumer,Second Class
Technology,1,2,$40,Consumer,Second Class
Technology,1,2,$42,Consumer,Second Class
Technology,1,2,$48,Consumer,Second Class
Technology,1,2,$48,Consumer,Second Class
Technology,1,2,$50,Consumer,Second Class
Technology,1,2,$54,Consumer,Second Class
Technology,1,2,$58,Consumer,Second Class
Technology,1,2,$80,Consumer,Second Class
Technology,1,2,$83,Consumer,Second Class
Technology,1,2,$84,Consumer,Second Class
Technology,1,2,$85,Consumer,Second Class
Technology,1,2,$95,Consumer,Second Class
Technology,1,2,$100,Consumer,Second Class
Technology,1,2,$100,Consumer,Second Class
Technology,1,2,$109,Consumer,Second Class
Technology,1,2,$120,Consumer,Second Class
Technology,1,2,$120,Consumer,Second Class
Technology,1,2,$136,Consumer,Second Class
Technology,1,2,$148,Consumer,Second Class
Technology,1,2,$192,Consumer,Second Class
Technology,1,2,$202,Consumer,Second Class
Technology,1,2,$238,Consumer,Second Class
Technology,1,2,$246,Consumer,Second Class
Technology,1,2,$308,Consumer,Second Class
Technology,1,2,$308,Consumer,Second Class
Technology,1,2,$400,Consumer,Second Class
Technology,1,2,$430,Consumer,Second Class
Technology,1,2,$480,Consumer,Second Class
Technology,1,2,$480,Consumer,Second Class
Technology,1,2,$500,Consumer,Second Class
Technology,1,2,$560,Consumer,Second Class
Technology,1,2,$660,Consumer,Second Class
Technology,1,2,$700,Consumer,Second Class
Technology,1,2,$960,Consumer,Second Class
Technology,1,2,"$1,400",Consumer,Second Class
Technology,1,3,$16,Consumer,Second Class
Technology,1,3,$17,Consumer,Second Class
Technology,1,3,$18,Consumer,Second Class
Technology,1,3,$20,Consumer,Second Class
Technology,1,3,$24,Consumer,Second Class
Technology,1,3,$27,Consumer,Second Class
Technology,1,3,$29,Consumer,Second Class
Technology,1,3,$44,Consumer,Second Class
Technology,1,3,$48,Consumer,Second Class
Technology,1,3,$53,Consumer,Second Class
Technology,1,3,$57,Consumer,Second Class
Technology,1,3,$60,Consumer,Second Class
Technology,1,3,$63,Consumer,Second Class
Technology,1,3,$72,Consumer,Second Class
Technology,1,3,$72,Consumer,Second Class
Technology,1,3,$91,Consumer,Second Class
Technology,1,3,$105,Consumer,Second Class
Technology,1,3,$108,Consumer,Second Class
Technology,1,3,$108,Consumer,Second Class
Technology,1,3,$120,Consumer,Second Class
Technology,1,3,$124,Consumer,Second Class
Technology,1,3,$135,Consumer,Second Class
Technology,1,3,$136,Consumer,Second Class
Technology,1,3,$138,Consumer,Second Class
Technology,1,3,$140,Consumer,Second Class
Technology,1,3,$158,Consumer,Second Class
Technology,1,3,$213,Consumer,Second Class
Technology,1,3,$240,Consumer,Second Class
Technology,1,3,$240,Consumer,Second Class
Technology,1,3,$270,Consumer,Second Class
Technology,1,3,$281,Consumer,Second Class
Technology,1,3,$298,Consumer,Second Class
Technology,1,3,$360,Consumer,Second Class
Technology,1,3,$384,Consumer,Second Class
Technology,1,3,$394,Consumer,Second Class
Technology,1,3,$428,Consumer,Second Class
Technology,1,3,$480,Consumer,Second Class
Technology,1,3,$678,Consumer,Second Class
Technology,1,3,$990,Consumer,Second Class
Technology,1,3,"$1,800",Consumer,Second Class
Technology,1,4,$24,Consumer,Second Class
Technology,1,4,$35,Consumer,Second Class
Technology,1,4,$72,Consumer,Second Class
Technology,1,4,$96,Consumer,Second Class
Technology,1,4,$202,Consumer,Second Class
Technology,1,4,$264,Consumer,Second Class
Technology,1,4,$301,Consumer,Second Class
Technology,1,4,$320,Consumer,Second Class
Technology,1,4,$320,Consumer,Second Class
Technology,1,4,$432,Consumer,Second Class
Technology,1,4,$632,Consumer,Second Class
Technology,1,4,$640,Consumer,Second Class
Technology,1,4,$659,Consumer,Second Class
Technology,1,4,$704,Consumer,Second Class
Technology,1,4,"$1,200",Consumer,Second Class
Technology,1,4,"$4,477",Consumer,Second Class
Technology,1,5,$22,Consumer,Second Class
Technology,1,5,$40,Consumer,Second Class
Technology,1,5,$83,Consumer,Second Class
Technology,1,5,$87,Consumer,Second Class
Technology,1,5,$90,Consumer,Second Class
Technology,1,5,$120,Consumer,Second Class
Technology,1,5,$120,Consumer,Second Class
Technology,1,5,$146,Consumer,Second Class
Technology,1,5,$160,Consumer,Second Class
Technology,1,5,$200,Consumer,Second Class
Technology,1,5,$206,Consumer,Second Class
Technology,1,5,$226,Consumer,Second Class
Technology,1,5,$235,Consumer,Second Class
Technology,1,5,$240,Consumer,Second Class
Technology,1,5,$297,Consumer,Second Class
Technology,1,5,$384,Consumer,Second Class
Technology,1,5,$386,Consumer,Second Class
Technology,1,5,$398,Consumer,Second Class
Technology,1,5,$400,Consumer,Second Class
Technology,1,5,$720,Consumer,Second Class
Technology,1,5,$824,Consumer,Second Class
Technology,1,5,$831,Consumer,Second Class
Technology,1,5,$900,Consumer,Second Class
Technology,1,5,$980,Consumer,Second Class
Technology,1,5,$980,Consumer,Second Class
Technology,1,5,"$1,023",Consumer,Second Class
Technology,1,5,"$1,200",Consumer,Second Class
Technology,1,5,"$1,800",Consumer,Second Class
Technology,1,5,"$2,800",Consumer,Second Class
Technology,1,5,"$8,750",Consumer,Second Class
Technology,1,6,$65,Consumer,Second Class
Technology,1,6,$77,Consumer,Second Class
Technology,1,6,$105,Consumer,Second Class
Technology,1,6,$113,Consumer,Second Class
Technology,1,6,$120,Consumer,Second Class
Technology,1,6,$133,Consumer,Second Class
Technology,1,6,$155,Consumer,Second Class
Technology,1,6,$174,Consumer,Second Class
Technology,1,6,$480,Consumer,Second Class
Technology,1,6,$480,Consumer,Second Class
Technology,1,6,$605,Consumer,Second Class
Technology,1,7,$68,Consumer,Second Class
Technology,1,7,$112,Consumer,Second Class
Technology,1,7,$336,Consumer,Second Class
Technology,1,7,$420,Consumer,Second Class
Technology,1,7,$538,Consumer,Second Class
Technology,1,7,$833,Consumer,Second Class
Technology,1,7,$862,Consumer,Second Class
Technology,1,7,"$1,114",Consumer,Second Class
Technology,1,7,"$1,400",Consumer,Second Class
Technology,1,8,$72,Consumer,Second Class
Technology,1,8,$102,Consumer,Second Class
Technology,1,8,$742,Consumer,Second Class
Technology,1,9,$148,Consumer,Second Class
Technology,1,9,$539,Consumer,Second Class
Technology,1,9,"$1,071",Consumer,Second Class
Technology,1,10,$120,Consumer,Second Class
Technology,1,12,$167,Consumer,Second Class
Technology,1,12,$436,Consumer,Second Class
Technology,1,12,"$1,114",Consumer,Second Class
Technology,1,13,"$4,368",Consumer,Second Class
Technology,1,14,$280,Consumer,Second Class
Technology,1,1,$6,Consumer,Standard Class
Technology,1,1,$9,Consumer,Standard Class
Technology,1,1,$11,Consumer,Standard Class
Technology,1,1,$11,Consumer,Standard Class
Technology,1,1,$13,Consumer,Standard Class
Technology,1,1,$13,Consumer,Standard Class
Technology,1,1,$14,Consumer,Standard Class
Technology,1,1,$16,Consumer,Standard Class
Technology,1,1,$16,Consumer,Standard Class
Technology,1,1,$18,Consumer,Standard Class
Technology,1,1,$20,Consumer,Standard Class
Technology,1,1,$20,Consumer,Standard Class
Technology,1,1,$22,Consumer,Standard Class
Technology,1,1,$23,Consumer,Standard Class
Technology,1,1,$28,Consumer,Standard Class
Technology,1,1,$30,Consumer,Standard Class
Technology,1,1,$36,Consumer,Standard Class
Technology,1,1,$36,Consumer,Standard Class
Technology,1,1,$40,Consumer,Standard Class
Technology,1,1,$40,Consumer,Standard Class
Technology,1,1,$43,Consumer,Standard Class
Technology,1,1,$45,Consumer,Standard Class
Technology,1,1,$46,Consumer,Standard Class
Technology,1,1,$48,Consumer,Standard Class
Technology,1,1,$55,Consumer,Standard Class
Technology,1,1,$56,Consumer,Standard Class
Technology,1,1,$56,Consumer,Standard Class
Technology,1,1,$80,Consumer,Standard Class
Technology,1,1,$96,Consumer,Standard Class
Technology,1,1,$100,Consumer,Standard Class
Technology,1,1,$101,Consumer,Standard Class
Technology,1,1,$108,Consumer,Standard Class
Technology,1,1,$110,Consumer,Standard Class
Technology,1,1,$117,Consumer,Standard Class
Technology,1,1,$119,Consumer,Standard Class
Technology,1,1,$136,Consumer,Standard Class
Technology,1,1,$137,Consumer,Standard Class
Technology,1,1,$143,Consumer,Standard Class
Technology,1,1,$151,Consumer,Standard Class
Technology,1,1,$157,Consumer,Standard Class
Technology,1,1,$166,Consumer,Standard Class
Technology,1,1,$206,Consumer,Standard Class
Technology,1,1,$264,Consumer,Standard Class
Technology,1,1,$300,Consumer,Standard Class
Technology,1,1,$626,Consumer,Standard Class
Technology,1,1,"$1,040",Consumer,Standard Class
Technology,1,2,$2,Consumer,Standard Class
Technology,1,2,$11,Consumer,Standard Class
Technology,1,2,$14,Consumer,Standard Class
Technology,1,2,$14,Consumer,Standard Class
Technology,1,2,$18,Consumer,Standard Class
Technology,1,2,$19,Consumer,Standard Class
Technology,1,2,$19,Consumer,Standard Class
Technology,1,2,$20,Consumer,Standard Class
Technology,1,2,$22,Consumer,Standard Class
Technology,1,2,$23,Consumer,Standard Class
Technology,1,2,$23,Consumer,Standard Class
Technology,1,2,$24,Consumer,Standard Class
Technology,1,2,$24,Consumer,Standard Class
Technology,1,2,$24,Consumer,Standard Class
Technology,1,2,$24,Consumer,Standard Class
Technology,1,2,$25,Consumer,Standard Class
Technology,1,2,$25,Consumer,Standard Class
Technology,1,2,$26,Consumer,Standard Class
Technology,1,2,$26,Consumer,Standard Class
Technology,1,2,$27,Consumer,Standard Class
Technology,1,2,$28,Consumer,Standard Class
Technology,1,2,$30,Consumer,Standard Class
Technology,1,2,$32,Consumer,Standard Class
Technology,1,2,$32,Consumer,Standard Class
Technology,1,2,$36,Consumer,Standard Class
Technology,1,2,$40,Consumer,Standard Class
Technology,1,2,$40,Consumer,Standard Class
Technology,1,2,$42,Consumer,Standard Class
Technology,1,2,$46,Consumer,Standard Class
Technology,1,2,$47,Consumer,Standard Class
Technology,1,2,$47,Consumer,Standard Class
Technology,1,2,$48,Consumer,Standard Class
Technology,1,2,$48,Consumer,Standard Class
Technology,1,2,$50,Consumer,Standard Class
Technology,1,2,$50,Consumer,Standard Class
Technology,1,2,$50,Consumer,Standard Class
Technology,1,2,$55,Consumer,Standard Class
Technology,1,2,$56,Consumer,Standard Class
Technology,1,2,$58,Consumer,Standard Class
Technology,1,2,$58,Consumer,Standard Class
Technology,1,2,$60,Consumer,Standard Class
Technology,1,2,$60,Consumer,Standard Class
Technology,1,2,$64,Consumer,Standard Class
Technology,1,2,$72,Consumer,Standard Class
Technology,1,2,$73,Consumer,Standard Class
Technology,1,2,$73,Consumer,Standard Class
Technology,1,2,$74,Consumer,Standard Class
Technology,1,2,$80,Consumer,Standard Class
Technology,1,2,$80,Consumer,Standard Class
Technology,1,2,$80,Consumer,Standard Class
Technology,1,2,$85,Consumer,Standard Class
Technology,1,2,$90,Consumer,Standard Class
Technology,1,2,$90,Consumer,Standard Class
Technology,1,2,$90,Consumer,Standard Class
Technology,1,2,$94,Consumer,Standard Class
Technology,1,2,$98,Consumer,Standard Class
Technology,1,2,$100,Consumer,Standard Class
Technology,1,2,$106,Consumer,Standard Class
Technology,1,2,$106,Consumer,Standard Class
Technology,1,2,$106,Consumer,Standard Class
Technology,1,2,$109,Consumer,Standard Class
Technology,1,2,$110,Consumer,Standard Class
Technology,1,2,$112,Consumer,Standard Class
Technology,1,2,$112,Consumer,Standard Class
Technology,1,2,$117,Consumer,Standard Class
Technology,1,2,$120,Consumer,Standard Class
Technology,1,2,$128,Consumer,Standard Class
Technology,1,2,$128,Consumer,Standard Class
Technology,1,2,$132,Consumer,Standard Class
Technology,1,2,$136,Consumer,Standard Class
Technology,1,2,$148,Consumer,Standard Class
Technology,1,2,$148,Consumer,Standard Class
Technology,1,2,$148,Consumer,Standard Class
Technology,1,2,$154,Consumer,Standard Class
Technology,1,2,$160,Consumer,Standard Class
Technology,1,2,$160,Consumer,Standard Class
Technology,1,2,$192,Consumer,Standard Class
Technology,1,2,$200,Consumer,Standard Class
Technology,1,2,$202,Consumer,Standard Class
Technology,1,2,$202,Consumer,Standard Class
Technology,1,2,$202,Consumer,Standard Class
Technology,1,2,$213,Consumer,Standard Class
Technology,1,2,$218,Consumer,Standard Class
Technology,1,2,$219,Consumer,Standard Class
Technology,1,2,$222,Consumer,Standard Class
Technology,1,2,$238,Consumer,Standard Class
Technology,1,2,$240,Consumer,Standard Class
Technology,1,2,$240,Consumer,Standard Class
Technology,1,2,$250,Consumer,Standard Class
Technology,1,2,$250,Consumer,Standard Class
Technology,1,2,$258,Consumer,Standard Class
Technology,1,2,$258,Consumer,Standard Class
Technology,1,2,$258,Consumer,Standard Class
Technology,1,2,$259,Consumer,Standard Class
Technology,1,2,$259,Consumer,Standard Class
Technology,1,2,$260,Consumer,Standard Class
Technology,1,2,$300,Consumer,Standard Class
Technology,1,2,$300,Consumer,Standard Class
Technology,1,2,$330,Consumer,Standard Class
Technology,1,2,$400,Consumer,Standard Class
Technology,1,2,$419,Consumer,Standard Class
Technology,1,2,$472,Consumer,Standard Class
Technology,1,2,$480,Consumer,Standard Class
Technology,1,2,$480,Consumer,Standard Class
Technology,1,2,$558,Consumer,Standard Class
Technology,1,2,$558,Consumer,Standard Class
Technology,1,2,$576,Consumer,Standard Class
Technology,1,2,$649,Consumer,Standard Class
Technology,1,2,$660,Consumer,Standard Class
Technology,1,2,$660,Consumer,Standard Class
Technology,1,2,$686,Consumer,Standard Class
Technology,1,2,$686,Consumer,Standard Class
Technology,1,2,$752,Consumer,Standard Class
Technology,1,2,$780,Consumer,Standard Class
Technology,1,2,$844,Consumer,Standard Class
Technology,1,2,$880,Consumer,Standard Class
Technology,1,2,$912,Consumer,Standard Class
Technology,1,2,$960,Consumer,Standard Class
Technology,1,2,"$1,000",Consumer,Standard Class
Technology,1,2,"$1,002",Consumer,Standard Class
Technology,1,2,"$1,120",Consumer,Standard Class
Technology,1,2,"$1,300",Consumer,Standard Class
Technology,1,2,"$1,300",Consumer,Standard Class
Technology,1,3,$2,Consumer,Standard Class
Technology,1,3,$9,Consumer,Standard Class
Technology,1,3,$15,Consumer,Standard Class
Technology,1,3,$17,Consumer,Standard Class
Technology,1,3,$17,Consumer,Standard Class
Technology,1,3,$28,Consumer,Standard Class
Technology,1,3,$28,Consumer,Standard Class
Technology,1,3,$30,Consumer,Standard Class
Technology,1,3,$30,Consumer,Standard Class
Technology,1,3,$31,Consumer,Standard Class
Technology,1,3,$32,Consumer,Standard Class
Technology,1,3,$35,Consumer,Standard Class
Technology,1,3,$35,Consumer,Standard Class
Technology,1,3,$36,Consumer,Standard Class
Technology,1,3,$40,Consumer,Standard Class
Technology,1,3,$41,Consumer,Standard Class
Technology,1,3,$41,Consumer,Standard Class
Technology,1,3,$41,Consumer,Standard Class
Technology,1,3,$41,Consumer,Standard Class
Technology,1,3,$43,Consumer,Standard Class
Technology,1,3,$44,Consumer,Standard Class
Technology,1,3,$45,Consumer,Standard Class
Technology,1,3,$45,Consumer,Standard Class
Technology,1,3,$48,Consumer,Standard Class
Technology,1,3,$48,Consumer,Standard Class
Technology,1,3,$51,Consumer,Standard Class
Technology,1,3,$53,Consumer,Standard Class
Technology,1,3,$54,Consumer,Standard Class
Technology,1,3,$56,Consumer,Standard Class
Technology,1,3,$60,Consumer,Standard Class
Technology,1,3,$60,Consumer,Standard Class
Technology,1,3,$60,Consumer,Standard Class
Technology,1,3,$60,Consumer,Standard Class
Technology,1,3,$66,Consumer,Standard Class
Technology,1,3,$66,Consumer,Standard Class
Technology,1,3,$68,Consumer,Standard Class
Technology,1,3,$68,Consumer,Standard Class
Technology,1,3,$72,Consumer,Standard Class
Technology,1,3,$72,Consumer,Standard Class
Technology,1,3,$82,Consumer,Standard Class
Technology,1,3,$83,Consumer,Standard Class
Technology,1,3,$84,Consumer,Standard Class
Technology,1,3,$85,Consumer,Standard Class
Technology,1,3,$86,Consumer,Standard Class
Technology,1,3,$87,Consumer,Standard Class
Technology,1,3,$89,Consumer,Standard Class
Technology,1,3,$89,Consumer,Standard Class
Technology,1,3,$89,Consumer,Standard Class
Technology,1,3,$90,Consumer,Standard Class
Technology,1,3,$90,Consumer,Standard Class
Technology,1,3,$90,Consumer,Standard Class
Technology,1,3,$91,Consumer,Standard Class
Technology,1,3,$96,Consumer,Standard Class
Technology,1,3,$96,Consumer,Standard Class
Technology,1,3,$101,Consumer,Standard Class
Technology,1,3,$105,Consumer,Standard Class
Technology,1,3,$108,Consumer,Standard Class
Technology,1,3,$108,Consumer,Standard Class
Technology,1,3,$109,Consumer,Standard Class
Technology,1,3,$110,Consumer,Standard Class
Technology,1,3,$114,Consumer,Standard Class
Technology,1,3,$114,Consumer,Standard Class
Technology,1,3,$119,Consumer,Standard Class
Technology,1,3,$122,Consumer,Standard Class
Technology,1,3,$138,Consumer,Standard Class
Technology,1,3,$141,Consumer,Standard Class
Technology,1,3,$144,Consumer,Standard Class
Technology,1,3,$144,Consumer,Standard Class
Technology,1,3,$144,Consumer,Standard Class
Technology,1,3,$150,Consumer,Standard Class
Technology,1,3,$156,Consumer,Standard Class
Technology,1,3,$161,Consumer,Standard Class
Technology,1,3,$166,Consumer,Standard Class
Technology,1,3,$168,Consumer,Standard Class
Technology,1,3,$171,Consumer,Standard Class
Technology,1,3,$177,Consumer,Standard Class
Technology,1,3,$177,Consumer,Standard Class
Technology,1,3,$178,Consumer,Standard Class
Technology,1,3,$180,Consumer,Standard Class
Technology,1,3,$192,Consumer,Standard Class
Technology,1,3,$197,Consumer,Standard Class
Technology,1,3,$207,Consumer,Standard Class
Technology,1,3,$210,Consumer,Standard Class
Technology,1,3,$210,Consumer,Standard Class
Technology,1,3,$210,Consumer,Standard Class
Technology,1,3,$210,Consumer,Standard Class
Technology,1,3,$228,Consumer,Standard Class
Technology,1,3,$234,Consumer,Standard Class
Technology,1,3,$240,Consumer,Standard Class
Technology,1,3,$240,Consumer,Standard Class
Technology,1,3,$240,Consumer,Standard Class
Technology,1,3,$240,Consumer,Standard Class
Technology,1,3,$241,Consumer,Standard Class
Technology,1,3,$282,Consumer,Standard Class
Technology,1,3,$282,Consumer,Standard Class
Technology,1,3,$288,Consumer,Standard Class
Technology,1,3,$288,Consumer,Standard Class
Technology,1,3,$288,Consumer,Standard Class
Technology,1,3,$288,Consumer,Standard Class
Technology,1,3,$302,Consumer,Standard Class
Technology,1,3,$302,Consumer,Standard Class
Technology,1,3,$302,Consumer,Standard Class
Technology,1,3,$302,Consumer,Standard Class
Technology,1,3,$323,Consumer,Standard Class
Technology,1,3,$324,Consumer,Standard Class
Technology,1,3,$324,Consumer,Standard Class
Technology,1,3,$334,Consumer,Standard Class
Technology,1,3,$357,Consumer,Standard Class
Technology,1,3,$358,Consumer,Standard Class
Technology,1,3,$360,Consumer,Standard Class
Technology,1,3,$372,Consumer,Standard Class
Technology,1,3,$378,Consumer,Standard Class
Technology,1,3,$378,Consumer,Standard Class
Technology,1,3,$378,Consumer,Standard Class
Technology,1,3,$378,Consumer,Standard Class
Technology,1,3,$384,Consumer,Standard Class
Technology,1,3,$390,Consumer,Standard Class
Technology,1,3,$432,Consumer,Standard Class
Technology,1,3,$432,Consumer,Standard Class
Technology,1,3,$438,Consumer,Standard Class
Technology,1,3,$462,Consumer,Standard Class
Technology,1,3,$465,Consumer,Standard Class
Technology,1,3,$468,Consumer,Standard Class
Technology,1,3,$470,Consumer,Standard Class
Technology,1,3,$470,Consumer,Standard Class
Technology,1,3,$470,Consumer,Standard Class
Technology,1,3,$480,Consumer,Standard Class
Technology,1,3,$480,Consumer,Standard Class
Technology,1,3,$480,Consumer,Standard Class
Technology,1,3,$480,Consumer,Standard Class
Technology,1,3,$480,Consumer,Standard Class
Technology,1,3,$495,Consumer,Standard Class
Technology,1,3,$540,Consumer,Standard Class
Technology,1,3,$588,Consumer,Standard Class
Technology,1,3,$660,Consumer,Standard Class
Technology,1,3,$708,Consumer,Standard Class
Technology,1,3,$772,Consumer,Standard Class
Technology,1,3,$838,Consumer,Standard Class
Technology,1,3,$864,Consumer,Standard Class
Technology,1,3,$972,Consumer,Standard Class
Technology,1,3,"$1,013",Consumer,Standard Class
Technology,1,3,"$1,200",Consumer,Standard Class
Technology,1,3,"$1,200",Consumer,Standard Class
Technology,1,3,"$1,266",Consumer,Standard Class
Technology,1,3,"$1,363",Consumer,Standard Class
