comments,date,host_id,host_name,Id,listing_id,listing_name,Number of Records,reviewer_name,review_id
"""Faisal and his wife were amazing hosts! The studio loft was very clean and comfortable. A lot bigger than it looks! Great bathroom and shower. It's a great location and you can walk to South Congress in 10 minutes.",10/12/2013,,,8009660,933021,,1,Kelly,54004675
The location was just perfect.  Just a walk away to the main strip on 6th Street.  Food Carts were so close and worth trying.The place was clean and comfortable. The owners were nice enough to have some food in the fridge for snacking. Also for transportation the bus stop was just outside the door. There isn't a TV but plenty of books to relax and read.,10/12/2013,11349,Alexandria,7995963,296286,Charming Apartment-BEST LOCATION! A,1,Sharon,54004676
"""I really enjoyed my stay at Amber's place.   The room had a lot of privacy and was very comfortable.",10/12/2013,,,8000748,528338,,1,David,54004677
Our first attempt at using Air BnB was a success thanks to Kristi and her prompt communication ... the condo was clean and in a great location just a couple blocks away from UT and short driving distance from everything we wanted to experience in Austin. My boyfriend and I had a great trip and we'd look to see if the condo is available next time we're in ATX!,10/12/2013,1648173,Kristen,7998101,1080704,Downtown Austin Condo,1,Angela,54004678
Loved this house - it was extremely well stocked very well maintained and the service from Turnkey Rentals wasn't just good it was unexpectedly awesome. I'll be back in the area a bunch soon and I'm hoping to stay here again.,10/12/2013,4641823,Erica,8007332,1623795,2BR Central Austin Minutes to UT,1,Mike,54004679
Theresa's place is gorgeous! Light & airy full of tasteful furniture with a super-comfy bed & a gorgeous kitchen. I was on a work trip and this was a great spot to work then pop over to South Congress for delicious food (faves: Hopdoddy's Sugar Mama's and Bouldin Creek) & fun shopping. The back porch was a wonderful spot to work on my laptop. Great stay.,10/12/2013,3404088,Theresa,8012102,1206482,Lovely SoCo Travis Heights Bungalow,1,Erin & Nat,54004680
Great place.  Lots of room.  Nice patio.  Very accessible to downtown.  Host was responsive and easy to work with.  Thanks for a great visit.,10/12/2013,393905,David,8007972,75174,Waterfront Condo on Lady Bird Lake,1,Renee,54004681
Couldn't have picked a better house in Zilker Park; we almost forgot what we went there for and just wanted to hang around this beautiful house! Christi was great with communication and the house was impeccable upon arrival. She thoughtfully left us some snacks which was great after a long day of work and not knowing what was around/open late night. Highly recommend this house if you're traveling in the Austin area.,10/12/2013,1217905,Christi,8007252,345571,Zilker Gem-SXSW! 5 min.to Downtown!,1,Carmen,54004682
Greg and Mary were extremely kind and hospitable.   Great people.  The place is a perfect option for any visit to Austin.  I will be back!,10/13/2013,1709384,Greg And Mary,8036414,350282,1 Bedroom House Close to Downtown!,1,Peter,54004683
Lata's compact simple open floor plan house is a lovely quiet retreat overlooking a wooded slope in the Hill Country 25 minutes west of Austin. Very clean and restful I had the whole downstairs plus an upstairs room and deck to myself for most of my stay. There's also a full bathtub plus a shaded table and chairs in the yard for relaxing. Though there were plenty of houses nearby crickets and birds were the only neighbors I heard. A great spot for peace and quiet.,10/13/2013,265070,Lata,8033851,664013,Charming Hill Country Cottage,1,Tony,54004684
From the moment we landed in Austin Tracy welcomed us py offering us a ride from the airport. But we wanted to take the easily accessible bus lines in to see the sites along the way. We arrived at Tracy's lovely property mid-day and as we climbed the one short flight of stairs and opened the door to the sweet one bedroom apartment we felt at home and knew we had picked the right location for a relaxing enjoyable stay. It was clean and you can cook with the fully equipped kitchen or easily walk to Wheatfield market to pick up some food or eat in any of the many local eateries yum. The buses are only a couple blocks away and Central Market where we picked up prepared delicious dinners was an easy way to end our days exploring. We often walked the hyde park neighborhood through to UT and on to the Capital building grounds. It's a beautiful area Tracy and Brian are gracious lovely hosts and you will have a wonderful time if you stay there.  I had initially  intended to travel alone and was in the process of booking the zen studio for one until my husband decided to join me so I booked the one bedroom. We met the guy who was staying solo in the studio and he also commented how he was enjoying his stay so you can't go wrong booking either place.,10/13/2013,4635658,Tracy,8017680,1078,Craftsman 1920 Apt: Hyde Park/UT,1,Janice,54004685
This was my first trip to Austin and Michele was the perfect host to ensure I came back again!  She picked me up from the airport and even took me to the grocery store on the way to her place.  She is such a fun personality - we went hiking together shared a few meals and several stories and I learned quite a lot about the city from her.  I came for a conference at the Convention Center.  Michele's place (very comfortable and located in a beautiful quaint and quirky neighborhood!) is walking distance to the bus stop and a light rail stop and you definitely need either a car or public transit to get downtown.  The transit is very cheap clean and comfortable but unfortunately it is rather infrequent so be sure to plan your travel well!  Highly recommend her home to anyone considering a trip to Austin - Michele will take great care of you!,10/13/2013,456230,Michele,8019329,83643,Fun Central Austin Convenience,1,Manisha,54004686
"""For our first visit to Austin Tim's house was perfect! The room is lovely with a comfy bed. Having an en-suite bathroom gave it a 'hotel' feel and everything was clean well-kept and neat. Tim provided a great handmade 'brochure' of his favorite area food trucks as well as a laminated informational sheet that covered everything from the WiFi to his dogs. It was a great touch!",10/13/2013,,,8019311,1109489,,1,Elizabeth,54004687
"""This is a pleasant and convenient place to stay.",10/13/2013,,,8020300,1221209,,1,Lois,54004688
Garrets place is in a great location and really nice the two porches were def great to have!,10/13/2013,3539325,Garret,8018914,692220,My Treehouse Home in South Austin,1,Scott,54004689
Jacob's place was absolutely fantastic. It was clean and comfortable and we really appreciated the helpful notes he left us. Also it was great getting to explore East Austin -- a lovely neighborhood.,10/13/2013,1742462,Jacob,8029916,1317291,SunnyPrivate Spacious Flat wParking,1,Lauren,54004690
Cathy's place worked out well for my needs. Very clean quiet space that really does feel very private which was great. I would recommend having a car or bike to get around as the the house is bit far from most attractions. Cathy was also super flexible with my schedule which was changing day to day so thanks again for that!,10/13/2013,6261614,Cathy,8026048,1141791,Queen Bed w/Bath in South Austin,1,Matthew,54004691
"""Great time in Austin.  Lakshmi took good care of us.  Even got the game on for us AND found us an Iron.  Would recommend to anyone.",10/13/2013,,,8025243,1593744,,1,Josh,54004692
These people have your back on EVERYTHING -- great digs great location personal attention.  A definite come-back.,10/13/2013,423840,Marcus,8015813,78831,Cool Hyde Park efficiency apartment,1,Kathleen,54004693
Great place in a great location. Ryan was a pleasure to work with!,10/13/2013,4929310,Ryan,8030654,1570491,The Argyle Suite/Loft on 4th Street,1,Jordan,54004694
Very nice and clean room conveniently located to downtown Austin. The bed was comfortable and Beverely allowed us to adjust the AC to our prefence. We had a coffee maker frig and microwave in our room which had a separate entrance and sitting room. She also bought us  muffins and banana bread for breakfast. Overall highly recommended.,10/13/2013,8756328,Beverly,8028553,1655189,Private room w/own sunroom & bath,1,Matthew,54004695
"""The birdhouse was the perfect launching pad for our adventure weekend in Austin! We were able to walk to all points in the city from there - SoCo Rainey St. and our favorite East 6th St. I'd love to move to the birdhouse neighborhood someday - quaint quiet and funky and near lots of cafe and bar treasures!",10/13/2013,,,8024834,240541,,1,Katie,54004696
"""Barbara and Will are just great people! My almost-mother-in-law and I stayed here while planning my Austin wedding and  they were incredibly helpful in suggesting places we could look into around town. They seem to be natural-born-hosts.",10/13/2013,,,8023318,1327668,,1,Candace,54004697
Loved the character lay-out and location of this cottage. And Fiona was a most excellent and helpful hostess. She seems to genuinely care that you are enjoying her place and whatever brought you to Austin.,10/14/2013,688306,Fiona,8037481,141550,Sweet Sexy Studio in the '02,1,Laura,54004698
Sharon has a great spot just west of downtown Austin. Very much a laid back out-of-the-city feel yet at the same time convenient for trips to barton springs zilker park and downtown. Very reasonably priced and Sharon definitely has some interesting stories to tell. She may even cook you an omelette from her free range chicken coup eggs! Very hospitable and you can't go wrong with that!,10/14/2013,2500603,Sharon,8066001,1747961,Central West Austin (p) Zilker park,1,Richard,54004699
Stayed here for ACL with a few friends. Good location close to downtown and the place is great. Would stay again.,10/14/2013,1649731,Steven,8048988,400517,Room/Bike/Pool on Town Lake Trail,1,Michael,54004700
great place!  wonderful location and although we didn't meet - very quick and gracious responses from Alexis - I recommend staying here,10/14/2013,1644657,Alexis,8057042,345118,Chic Historic Tucked Away Studio,1,Aron,54004701
"""I enjoyed my stay in Mark & Monica's beautiful guest house!",10/14/2013,,,8070603,934074,,1,Jamie,54004702
"""Beautiful place Jessica was an amazing host. Incredibly helpful especially when flights were delayed and we arrived later than expected that night.",10/14/2013,,,8073162,337149,,1,Roxanne,54004703
This is a great quiet private little oasis in the middle of town!  Highly recommended.  I was able to walk bike and drive to a variety of interesting Austin attractions and felt very much like I was just another resident of town.,10/14/2013,4635658,Tracy,8047602,1024819,Tiny Zen Cabin in Heart of Austin,1,Fil,54004704
"""We had a great stay at Jenny's house in Austin. We were a group of 8 friends and there was plenty of room for everyone. The backyard/outdoor area is great to relax with a glass of wine if you stay in one night and the kitchen was quite big and well set-up. The master bedroom in particular was very comfortable and welcoming (though a bit dark).",10/14/2013,,,8037475,174828,,1,Lauren,54004705
One of three consecutive bookings (I added days). Mathew made the multiple bookings very easy. Good place to stay convenient.,10/14/2013,5438095,Mathew,8054019,1221209,Small Bedroom -East Downtown Austin,1,Lois,54004706
Great location and Rachel was a very welcoming host.,10/14/2013,1807862,Rachael,8068316,1735020,1 private BR near Mueller Park / DT,1,Steve,54004707
The condo was fantastic: Super clean and beautiful decorations. The location was near perfect for the price. Martin was very accommodating and we had good communication overall. Will definitely consider for my next Austin visit.,10/14/2013,2494038,Martin,8038889,975891,700 sqr ft Condo Close to DT Austin,1,Cecil,54004708
"""Valentina and her husband were fantastic hosts.",10/14/2013,,,8075523,968108,,1,Julie,54004709
"""The apartment was absolutely adorable and very comfortable for my weekend stay in Austin.  I'd never been to Austin before and the unit seemed to be very centrally located between UT and downtown. Kristen was a great host and did everything to make our stay great!  Drinks and sodas were in the fridge and she gave us tons of suggestions of places to go hang out and check out around the city.",10/14/2013,,,8043092,951272,,1,Liz,54004710
"""Jim was a great host!  Very friendly and giving of what he had to offer on his property.  He had accomodations for us to make the camping EZ...fridge and stove for our food needs and a campfire ready to go with wood supplied!  Thanks Jim-O!",10/14/2013,,,8054456,685451,,1,Meghan,54004711
This cottage was very clean and quiet! Perfect for weekend get away. Communication from owners was also great.,10/14/2013,1151576,Joe & Bella,8071486,224979,Guest Cottage 2 Miles To D/T,1,Jp,54004712
Georgia is a wonderful host with a beautiful house and thoughtful accommodations. Our ACL 2013 stay could not have been more pleasant given the location and rate but finding local treats along with beverages waiting for us as we arrived definitely put the icing on. Thank you so much Georgia!,10/14/2013,3475096,Georgia,8063854,892618,Comfortable home close to Downtown,1,Sina,54004713
We had a FANTASTIC stay with Elizabeth and Mark.  Their house is in a great location and they are very warm hosts.  The house is a perfect place to spend a few days.  We got in kinda late on the first night.  Mark was waiting up for us and Elizabeth had baked us cookies!  They immediately made us feel right at home.  We will definitely stay with them again when we are in the Austin area!,10/14/2013,3869211,Elizabeth,8058366,928047,Mueller-UT-Dtwn Private Bed & Bath,1,Edward (Joe),54004714
Joanna is a phenomenal host!  She was incredibly helpful and warm from the moment we arrived at her place.  We were there for ACL which was canceled on its third day because of flood warnings.  Joanna suggested that we could stay at her place for another day if we weren't able to return home (because of flooding).  Our room and the adjacent bathroom were absolutely lovely.  We had a really great time in Austin and really enjoyed staying at Joanna's!,10/14/2013,505903,Joanna,8073390,1051238,Comfy private room & private bath,1,Farokh,54004715
Holly's home was great for sharing with another couple while attending ACL!  Home was nice and clean (as described).  Holly went to great efforts to make sure we were taken care of.  I would gladly recommend and repeat staying here in the future.,10/14/2013,1786728,Holly,8054173,938082,Charming 3/2 House in Bouldin Creek,1,Oliver,54004716
Ryan was helpful with our stay. His apartment is very clean and well furnished. The location is exceptional. We had a great time!,10/14/2013,4929310,Ryan,8050760,1162922,Downtown Poolside Getaway On 4th St,1,Sohan,54004717
"""Great little condo in walking distance of Zilker Park bars and restaurants. All needed amenities were provided such as linens and coffee.  Mathew also left detailed notes on getting around and nearby conveniences.",10/14/2013,,,8057747,785992,,1,Jason,54004718
We had a great visit! The bed slept well. Linda was nice and helpful with suggestions about Austin. The house was very close to Downtown and quiet. Everything was very relaxed and just right for us. We've already discussed visiting again on a non-event weekend.,10/14/2013,1143953,Linda And Lia,8038707,259845,East Side Brand new! Close UT-DownT,1,Stephanie,54004719
Charla was a wonderful host. First she responded to my Airbnb email right away and was prompt in responding leading up to the stay. When we got the cottage it was very clean and confortable. And to top it all off Charla allowed my group to use her two bikes to get around Austin and even gave us food supplies for Austin. If you are looking for a comfortable stay in central Austin I highly recommend Charla and her quaint home.,10/14/2013,57982,Charla,8053835,14765,So/Co almost Downtown Quiet/quaint,1,Jeff,54004720
Loved the location and the apartment. Very clean and the owner is very nice! I would stay here next time I go to Austin Texas. My experience was great and I would recommend everyone to stay at the WOW condo :D,10/14/2013,1739801,Terrance,8045963,776859,Downtown WOW Condo EVERYTHING FREE,1,Amelia,54004721
Came to Austin for a last minute weekend escape from Houston. Trudy's place is beautiful and we had a good time in some of the bars along Manor Rd. Would recommend this place to someone wanting to stay in this area of Austin,10/14/2013,6201968,Trudy,8068156,1130450,CHERRYWOOD BUNGALOW in East Austin,1,Jane,54004722
Tanya was a dream to deal with and her townhome was tidy and inviting. Tanya was a wonderful host and would recommend her and her to anyone.,10/14/2013,3842518,Tanya,8049468,736238,Cozy Austin Townhouse Sleeps 10,1,Rob,54004723
"""Corley was great.  She was very prompt in responding to all my questions before I booked her place.  She was out of the town during my trip but she was still nice enough to send me some great recommendations on some local hot spots in Austin while I was there.  Her roommate handled the check-in/check-out process and was very helpful and accommodating too.",10/14/2013,,,8064987,873074,,1,Jeffrey,54004724
Ryan was very helpful and responsive. The accommodation suited us perfectly for a quick one night visit with our daughter and nanny. Although the cable wasn't working that was an issue across the whole complex and Ryan was working to flag to property management so hopefully it is fixed now. Would definitely stay here again good location good layout. Thank you.,10/14/2013,4929310,Ryan,8070683,1570491,The Argyle Suite/Loft on 4th Street,1,Anita,54004725
Everything was great! Elizabeth and David were super nice. Our room was clean and cozy and the perfect place to come back to after a long day at ACL. I would definitely consider staying here again the next time I'm in Austin.,10/14/2013,8186,Elizabeth,8053699,5769,NW Austin Rooms,1,Ashleigh,54004726
Had a great stay here! The room was perfect for what we needed the bed was super-comfy and having our own thermostat was AWESOME after a day in the sticky heat at ACL. Everything was clean and neat and the drawer full of helpful stuff (menus brochures a bottle opener etc.) came in very handy. Will definitely keep this place in mind for the next trip to Austin!,10/14/2013,1566930,Chris,8037371,304808,Spanish Hacienda mile from downtown,1,Amy,54004727
This place was amazing!  My friends and I stayed for a weekend and it seriously didn't want to leave. The location was great close to restaurants and markets on South Congress and maybe about five minutes from downtown. The house was really charming and had a lot of great amenities. Definitely will be staying here again!,10/14/2013,4641823,Erica,8067975,1744936,3BR South Congress,1,Paula,54004728
Leslie was friendly and a good host. We were visiting for ACL Festival and although it was a fairly long walk we were happy with the decision to stay here. The room was nice and we enjoyed our stay.,10/14/2013,1901242,Leslie,8041722,383603,Cozy Little House... walk downtown,1,Eric,54004729
The house is juuuuust as beautiful as the pictures are! The location was super close to ACL's parking......and the home feeling was felt by myself and my 3 friends who stayed there too! I hope to reserve this location for next years ACL....:).....! You two were great hosts ....thank you so much....!,10/14/2013,583537,Courtney,8072644,223230,Newly Renovated Central House!,1,George,54004730
"""I had a great stay at Cody's this past weekend. Cody picked me up on arrival helped me get acquainted with Austin and made me feel at home in his apartment.",10/14/2013,,,8059306,1511053,,1,Clyde,54004731
Meredith was such a joy to meet upon checkout.  Her beautiful home reflects the vibrant creative atmosphere Austin is known for.  We had a comfortable and pleasant stay within walking distance to ACL.  Highly recommend!,10/14/2013,1822686,Meredith,8070908,1392649,Cute & Cozy Duplex - Walk to Zilker,1,Joannah,54004732
House was so cute and Gretchen was wonderful! Lots of space great location. Minutes from SOCO and South 1st. Would def recommend for ACL SXSW or FFFfest. Fully equipped kichen/bath. Plenty of space for guests. Totally would love to rent the big house next time when we come with a larger party. 10/10 would rent again!,10/14/2013,1752493,Gigi,8038033,354263,SOCO Artist's Funky Guest House,1,Madeleine,54004733
"""Lenore was a wonderful host and helped me make the transition to living in Austin by helping me bridge the gap between arriving and finding an apartment. She's a real local and has the down-low on what's good in the area and I'm very happy that I chose to stay with Lenore and get a taste of the local culture instead of spending two weeks in an expensive soulless hotel.",10/14/2013,,,8059910,927670,,1,Ian,54004734
Incredible location for any ACL Festival visitors. Plenty to do in the area and is a short walk to Zilker Park and Barton Springs. Very clean and quiet apartment. Felice was extremely helpful and very welcoming.,10/14/2013,7261117,Felice,8040582,1339024,Zilker Park 1 bl from ACL fest,1,Warren,54004735
My friend and I were in town for ACL and this was the perfect place for us!  The house was conveniently located and extremely comfortable.  We had a quick chat with Maria before we left and she made sure everything was okay during our stay.  She was casual gracious and extremely warm.  We would highly recommend Maria and Esteban's place to anyone making a trip out to Austin!,10/14/2013,5220633,Esteban,8065553,959270,Gorgeous Guest House in Zilker,1,Teresa,54004736
Martha was a brilliant host absolutely loved our time in Austin and she made it even more enjoyable. Thank you :),10/14/2013,8142606,Martha Elena,8068416,1728927,ACL cozy & near it all!,1,Sholto,54004737
Super affordable stylish really clean great location awesome hosts.  The bikes were a wonderful bonus and EXTREMELY useful in getting around Austin as well as to and from Zilker Park for ACL. We would totally stay at Roman and Andrea's again (and hope to again).,10/15/2013,4725234,Roman & Andrea,8078829,977492,Private Studio in Modern Crash Pad,1,Suzanne,54004738
The house is in a great location.  Very close to Zilker and also South Lamar.  We had a great time at Lis & her family's home.  She was very willing to adjust her schedule for us to pick up the keys.  We will definitely be considering staying here again next year.,10/15/2013,760426,Lis,8093033,158398,Plan your summer getaway to Austin!,1,Michael,54004739
Very comfortable for 2 couples that shared it. Kitchen and bathroom are a simple modern and functional design. Front and back yards  were attractively landscaped. Located in a fun neighborhood but also easy access to roads leading downtown. Would definitely recommend to anyone and we would return in a heartbeat.,10/15/2013,1461930,Anna,8077176,280440,Remodeled Mid-Century Bungalow,1,Paul,54004740
My girlfriend and I stayed at this studio for four days to check out the Austin City Limits music festival and to see Austin for the first time.  The studio was in a great location for both of those activities and was quite comfortable (the pullout couch was very comfortable as well).  Laura and Marc were great hosts and provided us with some great tips on where to eat shop and people watch.  Would definitely recommend.,10/15/2013,9131066,Laura,8099334,1733137,Quaint Sunny Austin Studio rental,1,Eric,54004741
Not fancy but totally functional. The house had everything we needed and was in a nice neighborhood--a little off the beaten path but walking distance to SoCo if you're not in a hurry. One complaint: the beds are hard. I'm a firm mattress person but those were some tough beds. And a word of advice: if you're in town on a busy weekend (we were there for ACL) make your own transportation plans because the bus is sporadic late at night (or they had all been commissioned as ACL shuttles--we only saw one in SoCo over the course of a few late-night hours) taxis are impossible to get and pedicab drivers will generally not go that far from downtown (or they'll charge $100/cab). Great location if you've got a car.,10/15/2013,1327500,,8079491,252804,» 3 bed sleeps 6 2 miles to DT,1,Keira,54004742
We had a wonderful time in Austin staying at the bungalow. It was the perfect home away from home for our vacation and so much nicer than staying in a hotel. There are a lot of great places to eat and get coffee in the neighborhood. Edie's list of coffee shops / restaurants was very helpful—be sure to check out Veracruz All Natural around the corner for breakfast tacos! We would love to stay here again on our next visit. Thank you!,10/15/2013,1134885,Edie,8077875,219202,Quiet Bungalow- short walk downtown,1,Justin,54004743
"""Kate and Peter were excellent hosts and we could not have asked for a better location for ACL. It took us 5 minutes to walk to the festival and we were able to take the bus (only $1!) downtown in about 20-25 minutes.",10/15/2013,,,8098209,1699814,,1,Lara,54004744
Fantastic little place - perfect for a couple wanting to have a stepping off place for exploring Austin.  Thanks Lisa!,10/15/2013,360967,Lisa,8083879,120230,Darling Condo Near Zilker Park,1,Peter,54004745
This place is incredible! We booked it for the second ACL weekend and despite the rainstorm we were snug as a bug in this beautiful trailer. Mickie is very accommodating and has the spot decked out to the nines. The outdoor shower (heated water!!!) is a very nice touch as well. I would recommend it to anyone looking for a unique Austin stay.,10/15/2013,6215160,Mickie,8077794,1133017,GYPSY CARAVAN in EAST AUSTIN,1,Katie,54004746
We had a great stay with Sarah and Jesse!  There home is awesome and inviting.  It was a beautiful short walk to Zilker Park for ACL.  If we needed any advice Sarah was available to help.  If you are headed to Austin stay here.,10/15/2013,4766459,Jesse,8079623,895105,Stunning Condo(2 miles from DT!),1,Patrick,54004747
Richard was a great host. I had a blast during my stay in Austin and he was a big part of it. Definitely recommend this stay for others.,10/15/2013,7833018,Richard,8086101,1461517,Great Private Room in S. Austin,1,Dillon,54004748
The house was perfect and the location excellent. Being in Austin for an historic rain event just added to the fun. And we were able to use the bikes on Saturday before the skies opened up. It was obvious that a lot of thought had gone into making our stay comfortable. Thank you for your hospitality.,10/15/2013,1709384,Greg And Mary,8081904,350282,1 Bedroom House Close to Downtown!,1,S,54004749
Great place to stay on 6th St East. Highly recommended.,10/15/2013,8217400,Charles & Amanda,8104569,1746300,Modern Loft on 6th Street,1,Patrick,54004750
this home is amazing. lives up to and exceeds expectations from the photos.  it is walking distance to south congress and first st. i never needed a car except when the torential downpours came.  the house was impeccably clean when we arrived.  gretchen is an awesome hosts w cute dogs. i can't think of one neg. my favorite thing was Gretchen's portrait of the porch hanging on the porch ?.  i will be back Gretch!,10/15/2013,1752493,Gigi,8078625,345536,Austin Artist's Hm. in Hippest Area,1,Angelica,54004751
The cozy condo was perfect for our Austin City Limits weekend.  It comfortably accommodated the 3 people in our group.  It was also a great location - walking distance to Zilker Park (less than 1.5 miles about 20 minutes) and a couple of very good restaurants on South Lamar including Austin standout Uchi and Gordough's.  It's also a short cab ride to South Congress and downtown.  We would definitely use the cozy condo again for our next Austin trip.,10/15/2013,1407108,Heather,8080939,276522,Chic Cozy Condo near Zilker Park,1,Ronald,54004752
Jackie went out of her way to be helpful during our stay in Austin. She left chips for us when we arrived late and regularly checked in. She's very responsive. The space was comfortable for two people and watertight in a very serious rainstorm. We'd definitely stay here again!,10/15/2013,6216533,Jackie,8098927,1153338,Close in to Dntn Austin Friendly!,1,Allison,54004753
"""A total of three of us stayed at the Chandler's.  It was a perfect location for ACL Weekend.  It is about a 15ish walk from the festival close enough to get their easily on foot and there are a ton of pedicabs around if you need an extra lift.",10/15/2013,,,8104061,1138151,,1,Caroline,54004754
"""House was gorgeous. Tina provided anything we could have needed and was a very gracious host.",10/15/2013,,,8077770,846780,,1,Kate,54004755
"""Sharon was a great host. She is her friendly and accomedating. As soon as we arrived she welcomed us and let us know of all the facilities that were avaiable to us.  The room is great because there is a large queen bed and a pull out sofa.",10/15/2013,,,8102079,1749861,,1,Elvialuz,54004756
Staying at Samantha's place was wonderful! It's a great and cute apartment nested in a perfect area of Austin. Really close to Zilker Park and 6th street! Samantha was also a really great and accommodating host! Perfect for 2 people for a long weekend.,10/15/2013,1844282,Samantha,8089118,365191,Cozy Apt. On W. 6th St-Rent for F1!,1,Alexa,54004757
"""We couldn't have asked for a better experience with Jonathan. He was extremely easy to communicate with and his place was perfect. Super convenient location (we walked to ACL 6th street) tastefully decorated cozy clean. He left us a blanket to take to ACL with us an umbrella for the rain lots of generous drinks... just a few examples of Jonathan's thoughtfulness which was exhibited in his kind gestures his friendly and easy communication and the decor of his home.",10/15/2013,,,8083869,1420997,,1,Narie,54004758
"""Marjorie was so great to work with.  Very calm and flexible even during some extreme circumstances.  Great communication.",10/15/2013,,,8077479,668208,,1,Chris,54004759
"""The space is fantastic perfect set up for a great stay for a couple or a group in Austin. They have a great speaker set up that's easy to use and ready to plug into any device.",10/15/2013,,,8076954,961883,,1,Mike,54004760
Very good hosts. Place was clean and functional. Perfect for ACL or any trip to Austin.,10/15/2013,3803117,Ana,8096945,731013,Private Guest House Heart of Zilker,1,Tim,54004761
Sara was so nice and very helpful. I was there for the weekend with my best girlfriend and we really enjoyed the house. We walked to Congress several times. The house was very well decorated and comfortable. I would definitely stay there again.,10/15/2013,1432442,Sara,8077516,766486,Lovely SoCo/Travis Heights House,1,Heather,54004762
"""Had a great stay at Dan's place in Austin! The location is amazing - just two blocks from the bars/restaurants on 6th street and a short walk to the Republic Square shuttle to ACL. Even though one day of ACL got rained out we had a great time.",10/15/2013,,,8078837,927644,,1,Meredith,54004763
What a fab stay we had with Daniel over 2nd weekend of ACL.  Stayed in the guesthouse which was essentially a retreat in a quiet neighborhood near Zilker Park and SoCo district.  Daniel had many little treats up his sleeve for us. He was most hospitable.  Would recommend staying here in a heartbeat. Will plan to visit again.,10/15/2013,213651,Daniel,8077508,104099,Zilker Guesthouse,1,Vanessa,54004764
Honestly if you want to experience Austin for what it is a funky and friendly city with an awesome vibe stay at Doug and Savannah's! Their place is unique comfortable and relaxing! Its also in an interesting neighborhood biking distance to everything you could ever need. I highly recommend both their place and them as hosts! I know we will be back if we ever visit Austin again which we hope to!,10/15/2013,1761506,Doug & Savanna,8086949,347572,Bungalow in East Austin,1,Rachel And Drew,54004765
AWESOME location! The apartment was very clean comfortable and had everything we needed. We definitely recommend and would stay here again!,10/15/2013,1710302,Lindsay,8080109,668873,SOCO! Two bedroom on Travis Heights,1,Layne,54004766
Anne was a great host - present but not too present - and her place is a perfect base for exploring Austin. Its just a short walk from South Congress and all the bars and shops but also in a very quiet leafy neighbourhood. The apartment is perfect for couples and is very clean and comfortable. Highly recommend!,10/15/2013,427519,Anne,8078316,1255816,Tasteful Trendy Travis Heights Flat,1,Jack,54004767
"""Mark's place is an absolute gem in Downtown ATX! I was lucky to find his place for a decent price given the huge music festival going on the same weekend. He was quick courteous and had a ton of fun and helpful suggestions for me.",10/15/2013,,,8099103,943528,,1,Valerie,54004768
"""We had an excellent stay at Alexis' Oasis.  The 4 of us fit in the apartment comfortably and she makes it super welcoming and easy to check in/out.",10/15/2013,,,8077949,522136,,1,Ly,54004769
We stayed at John & Carol's for ACL weekend and had a wonderful experience! We were welcomed with beer & wine in the fridge and a very clean home. John was extremely kind enough to give us a ride to the festival when we needed it and was always there to help us out with any concerns. The rooms are really comfortable and the outside area is a great spot to chill. We couldn't have had better hosts and home!,10/15/2013,2885190,John & Carol,8084731,668301,A Place To Stay In Austin,1,Jose Luis,54004770
This rental is excellent!  The homeowners were very accommodating and helpful.  They made sure that we were taken care of during our short stay.  The quality of the space and accommodations were above and beyond what we expected and you cannot beat the price.  We are excited to have made friends with Leia & Keri and would love to stay with them again in the future!,10/15/2013,3434065,Leia & Keri,8087743,676959,Cozy/ Private Rm in S. Austin!,1,Audrey,54004771
This condo was fabulous.  It was central to everything -- a short walk to some great bars and restaurants and a quick cab ride to downtown and other hot spots.  And Jill is a great host.  In addition to leaving us her home in immaculate condition she also provided us with water and snacks which was greatly appreciated.  I cannot recommend her place highly enough.,10/15/2013,1984256,Jill,8082897,397181,Charming Clarksville Condo For F1,1,Susan,54004772
The studio was really nice pretty convenienct location. We ended up leaving early due to heavy rains and Erica refunded part of our fee for the night the same day she was really great!,10/15/2013,5291325,Erica,8094144,969135,Detached Studio w/ Full Bath,1,Sarah,54004773
A wonderful experience from beginning to end.  Great location beautiful house and Kat was a dream about all the arrangements. Look forward to our next stay!,10/15/2013,408888,Kat,8100166,84106,Charming 3/2 Bouldin Creek Bungalow,1,Erik,54004774
Ryan was a fantastic host who meet and exceeded all of our expectations. It was a pleasure to stay in Austin and I would highly recommend staying with him!,10/15/2013,1819829,Ryan,8078122,359716,Formula 1 Home Next to Zilker Park,1,Kai,54004775
Daniel was an excellent host. Great neighborhood close to everything.  Daniel gave us a great recommendation for breakfast.  He also provided us with a delicious bowl of fresh fruit.  We would definitely stay with Daniel again!,10/15/2013,213651,Daniel,8077471,363040,Zilker Festival Suite,1,Tiffany,54004776
Ashley has an awesome house and in a great location and we will definitely try and stay there again if we ever come back. She was very helpful with great places to check out in not only austin but also in new york city when we travelled there too. Great host great girl.,10/15/2013,177441,Ash,8081644,76497,FAB 2 bDR where Airbnb CEO stays!,1,Chris,54004777
"""Everything about this place was great. Jen had everything we could ask for.  Her husband is great as well both very easy to talk to and helpful. The house is at a perfect location for ACL or anything downtown. Jen thank you forever thing and I hope the next time we come to Austin we can stay at your place again.",10/15/2013,,,8084885,908903,,1,Kris,54004778
